Method,Average Similarity,Std Deviation,Min Similarity,Max Similarity,Total Time (s),Avg Time per Comparison (ms),Min Time per Comparison (ms),Max Time per Comparison (ms),Std Time per Comparison (ms),Total Comparisons,Comparisons per Second,Status
histogram,0.17103933252864253,0.28962362031958405,0.0,0.9955561993092669,0.10551834106445312,2.344852023654514,1.9986629486083984,3.0012130737304688,0.4572527225132491,45,426.4661436679802,Success
ssim,0.1424134435511519,0.1016193864246511,0.005177220730882706,0.5065002954201875,1.0859956741333008,24.13323720296224,21.817445755004883,28.01227569580078,1.4103911148525108,45,41.43662914303328,Success
perceptual_hash,0.49722222222222223,0.10852392543894074,0.203125,0.8125,0.13104820251464844,2.9121822781032987,1.9998550415039062,3.999471664428711,0.45539900433564995,45,343.38509904376554,Success
combined,0.22482555487636224,0.12304152965297335,0.09655179280944612,0.647338192354026,1.3171517848968506,29.270039664374455,26.98540687561035,35.48312187194824,1.5014158050344397,45,34.16462743018191,Success
cnn_features,0.8389145731925964,0.0435305661892237,0.7597159147262573,0.9418662786483765,6.1834022998809814,137.40893999735516,65.5217170715332,3125.3790855407715,450.4664809252537,45,7.27754686135595,Success
clip_features,0.7714959979057312,0.06161682647456125,0.6728070974349976,0.9281706213951111,3.1450936794281006,69.8909706539578,65.0181770324707,81.11453056335449,3.505614654344538,45,14.307999883864426,Success
